編號,成立核准文號,成立核准日期,管理委員會,建築物地址,棟數,地上層數,地下層數,使用執照
871,'0950100834,095/11/14,府城香榭大樓,中西區西華南街120巷18號,1,5,0,(073)南工使字第00793-08號
872,'0953200419,095/11/14,福崗寬庭10住戶,北區中華北路二段53巷20弄1號,10,4,0,(095)南工使字第00518號
873,'01599,095/11/14,富隆居,東區東門路三段149號3樓,18,4,0,(093)南工使字第01495號
874,'0943026560,095/11/14,麗緻宮廷社區,南區西門路一段545巷3-1號,38,5,0,(094)南工使字第02464號
875,'0950245842,095/11/15,帝皇城家園三期社區,新化區中山路111巷8弄36號,53,4,,(095)南工使字第00034號
876,'0953108724,095/11/16,和美文化藝術家,永康區大橋一街193號,1,6,1,(080)南工使字第01077-57號
877,'0953109001,095/11/17,香港半島公寓大廈,中西區友愛街363號,1,11,3,(085)南工使字第01864號
878,'0920269484,095/11/21,皇朝西班牙NO.3公寓大廈,安平區平通路356號4樓12,2,10,1,(082)南工使字第01935號
879,'0950249922,095/11/22,馥邦社區,善化區樹人路7巷15號,3,5,,(094)南工使字第02882號
880,'0950248832,095/11/24,美夢成真社區,仁德區仁德里仁中二街76巷22號,6,4,,(094)南工使字第02050號
881,'0930000626,095/11/28,統穩天廈,北區西門路三段134號5樓-5,1,12,2,(081)南工使字第01110-38號
882,'0953200469,095/11/28,皇龍臻園公寓大廈,北區立賢路一段650巷16弄1號,10,4,0,(095)南工使字第00675號
883,'0953200406,095/11/28,優遊館社區,安南區安和路五段213號,16,3,0,(095)南工使字第00591號
884,'0950264364,095/12/08,御林園社區,學甲區新榮里華宗路2之10號,1,4,,(094)南工使字第00099號
885,'224910,095/12/11,緣墅社區,東區崇學路263巷28號,7,5,0,(088)南工使字第00245號
886,'09674,095/12/12,後甲天地公寓,東區裕農路621巷45弄18號5F之6,1,7,1,(083)南工使字第02589號
887,'02321,095/12/14,安和臻品社區,安南區安和路一段18巷17弄3號,4,16,0,(093)南工使字第02082號
888,'0943200892,095/12/14,上禾居C區社區,安南區安通路四段47巷23弄1號,8,4,0,(094)南工使字第00921號
889,'0930049514,095/12/18,太龍莊園社區,安平區文平路187巷118號,18,4,0,(092)南工使字第01866號
890,'00180,095/12/20,優仕堡公寓大廈,永康區復國二路268號-3,1,4,0,(093)南工使字第00675號
891,'建146490,095/12/25,文化名園公寓大廈,東區中華東路三段336巷43弄18號4樓之3,1,10,2,(087)南工使字第00268號
892,'0953110073,095/12/25,皇龍美樹社區,東區仁和路69巷17號,49,5,0,(094)南工使字第02034號
893,'工建40245,095/12/25,萬通世界二期九樓,北區北成路80巷22弄24號,1,9,1,(084)南工使字第02245號
894,'0930011158,095/12/25,寶麗金公寓大廈,中西區金華路三段252號8F11,1,21,2,(087)南工使字第00267號
895,'000718,095/12/27,椰林大第C區公寓大廈,東區崇德路27街1號4樓,1,7,1,(089)南工使字第00187號
896,'建141639,095/12/29,大煒博愛特區公寓大廈,中西區萬昌街98號4樓,1,8,1,(086)南工使字第01070號
897,'建117024,096/01/02,順利新都大樓,中西區保安路132號8樓-3,1,10,2,(082)南工使字第02353號
898,'0953110366,096/01/02,晉暉臻品社區,安平區育平七街60巷29-1號,9,4,0,(094)南工使字第01362號
899,'建61985,096/01/09,湖美風情第一期,中西區西湖街136號,5,4,0,(080)南工使字第01083-65號
900,'0953201280,096/01/09,囍愛社區,東區裕忠路276號10號,12,5,0,(095)南工使字第01417號
901,'010431,096/01/11,豪門江山公寓大廈,安平區永華六街214號,1,12,3,(082)南工使字第01688號
902,'建89316,096/01/16,文化廣場大樓,東區崇學路81號7樓,1,12,2,(080)南工使字第01100-94號
903,'0943110051,096/01/16,永恆天詩大樓,安平區永華路二段768號,1,24,3,(094)南工使字第00738號
904,'0953200485,096/01/17,瑜珈墅社區,安南區長溪路一段277巷23弄12號,10,4,0,(095)南工使字第00582號
905,'0943202758,096/01/18,榮耀世紀社區,北區西門路四段505號,50,5,0,(095)南工使字第00002號
906,'0963100441,096/01/19,太普墅建築,安平區安平路428號,33,4,0,(095)南工使字第00730號
907,',096/01/19,大河戀社區,安南區海佃路一段158巷150弄60號,48,4,0,(096)南工使字第01605號
908,'建89557,096/01/22,國家新境公寓大廈,東區林森路一段151號,1,22,3,(080)南工使字第01074-22號
909,'0960018484,096/01/22,大灣風華社區,永康區大同街8巷28號,22,4,,(095)南工使字第00504號
910,'0960018480,096/01/22,公園伯爵二期A區,佳里區公園路260巷31號,,8,4,(094)南工使字第02537號
911,'0960018481,096/01/22,公園伯爵二期B區,佳里區公園路260巷16號,4,5,,(094)南工使字第02546號
912,'0910215069,096/01/23,香榭公園A區,東區裕永一街65號,12,4,0,(091)南工使字第00332號
913,'建141750,096/01/23,大聖國家大樓,北區臨安路二段55號B12F1,2,15,2,(082)南工使字第03508號
914,'0963100708,096/01/30,好瀚天璽社區,安平區育平九街409號,8,5,0,(094)南工使字第01998號
915,'0960024765,096/01/30,求美第一廠辦公大樓 管理負責人,新市區國際路9號,1,5,,(095)南工使字第03556號
916,'0940110459,096/01/31,林森翡翠社區,東區東門路二段167巷16弄5號,2,5,0,(093)南工使字第01936號共4筆使照
917,'0940061629,096/02/02,上景社區,北區臨安路二段282號,10,5,0,(092)南工使字第00930號
918,'0920204015,096/02/05,林森之愛公寓大廈,東區林森路一段132號9樓-7,1,16,2,(082)南工使字第01650號
919,'00199,096/02/05,金皇龍社區,中西區府前路一段175巷9-10號,36,5,0,(096)南工使字第00199號
920,'0960025610,096/02/05,新市王尊大樓,新市區新和里忠孝街227巷2號5樓之9,1,7,1,(081)南工使字第04331號
921,'01577,096/02/09,復興學園F區社區,東區中華東路二段22巷14弄12號,8,4,0,(091)南工使字第00044號
922,'建139635,096/02/12,世紀觀公寓大廈,安平區安平路428號,1,13,0,(086)南工使字第01010號
923,'00670,096/02/13,湖美御墅社區,永康區中華路12號6樓-2,8,4,0,(093)南工使字第00693號
924,'00278,096/02/13,力漢綠光三期社區,北區公園路375-18號,21,5,0,(096)南工使字第00278號
925,'建117856,096/02/13,至尊天廈,安平區建平十七街231號9樓-6,1,17,4,(084)南工使字第02048號
926,'0960036638,096/02/13,法頌莊園社區,永康區復國一路586巷2弄2號,20,4,,(095)南工使字第01117號
927,'00329,096/02/15,薪滿易築二期,安南區安豐五街15巷16號,10,5,0,(096)南工使字第00329號
928,'建137822,096/02/26,哈佛世家公寓大廈,東區東寧路西段26號3F,1,9,2,(083)南工使字第02246號
929,'02171,096/02/26,世紀綠邑社區,北區育德二路190巷38號,77,5,0,(093)南工使字第02048號
930,'0943025077,096/02/26,莫內風采,安南區海佃路一段95巷25號,1,4,0,(093)南工使字第02050號
931,'0943202295,096/03/01,隆富十八巷公寓大廈,北區育德二路346號,16,4,0,(094)南工使字第02060號
932,'0920234359,096/03/02,黛安娜公寓大廈,東區崇明二十三街1號,2,7,1,(082)南工使字第00018號
933,'01579,096/03/02,復星學園S區,安平區育平路399號,1,5,0,(096)南工使字第00046號
934,'00367,096/03/02,微風鎮社區,東區裕平一街151號,20,5,0,(096)南工使字第00367號
935,'00368,096/03/02,富裕湖美二,中西區和緯路五段89巷112弄81號,8,4,0,(096)南工使字第00368號
936,'0910222867,096/03/03,中正大樓公寓大廈,中西區正興街18號3F-6,1,7,1,(080)南工使字第01092-70號
937,'00413,096/03/03,公園賞,北區育成路318巷26號,12,2,4,(096)南工使字第00413號
938,'43600,096/03/06,富貴龍門公寓大廈,安平區建平七街677號,1,12,2,(083)南工使字第02629號
939,'01578,096/03/08,復興學園K區,東區裕英街83號,6,4,0,(091)南工使字第00045號
940,'0960042028,096/03/09,公園伯爵一期,佳里區佳北路383巷10號,4,4,,(093)南工使字第02018號
941,'02328,096/03/12,良園仁和苑,東區崇明五街93號,2,4,0,(093)南工使字第02076號
942,'建91391,096/03/13,成大新家公寓大廈,東區富農街一段278號5樓,1,8,1,(087)南工使字第01454號
943,'00524,096/03/14,植村墅社區,東區裕和二街150號,24,4,0,(096)南工使字第00524號
944,'00522,096/03/14,大麥田8B社區,安南區頂安街260巷45弄83號,11,4,0,(096)南工使字第00522號
945,'00521,096/03/14,大麥田8A社區,安南區頂安街260巷45弄67號,9,4,0,(096)南工使字第00521號
946,'0943201672,096/03/15,御上村公寓,東區崇善十五街33巷116號,1,5,0,(094)南工使字第01542號
947,'0953200020,096/03/15,福居社區,北區賢北街27巷26弄30號,1,5,0,(095)南工使字第00094號
948,'10387,096/03/15,當代首富社區,北區文成五街288號,1,4,0,(093)南工使字第01268號
949,'060623,096/03/15,國泰華園公寓大廈,安平區永華六街32號4樓之8,2,8,2,(088)南工使字第00370號
950,'00536,096/03/16,王美惠公寓大廈,中西區北門路一段123巷5號,1,5,0,(096)南工使字第00536號
951,'0943201702,096/03/19,帝寶住戶,東區小東路180號,2,4,0,(094)南工使字第01580號
952,',096/03/22,山水伯爵社區,東區崇學路261巷34號,1,4,0,(077)南工使字第01008-85號
953,'0960060300,096/03/22,雅典社區,永康區大灣六街53巷1號,6,5,,(094)南工使字第03012號共2筆使照
954,'0953202622,096/03/26,太子生活公園管理委員會,北區北安路一段176巷10號7樓,3,13,1,(095)南工使字第02665號
955,'0960027156,096/03/27,采邑公寓大廈,安平區平豐路391巷17號,4,4,0,(095)南工使字第02600號
956,'0943201217,096/03/27,大麥田五期社區,安南區安和路五段213號,16,4,0,(094)南工使字第01136號
957,'0953202547,096/03/28,太子文化社區,東區崇善五街7巷13號9樓,7,13,1,(095)南工使字第02557號
958,'0953200316,096/03/28,微風靚巷社區,東區裕孝路480號,28,4,0,(095)南工使字第00791號
959,'0920249348,096/04/02,皇龍尊邸壹期,東區裕農三街5號,12,5,0,(091)南工使字第00265號
960,'00680,096/04/03,富貴世家社區,安南區安吉路一段290巷32弄68號,2,4,0,(096)南工使字第00680號
961,'0910022033,096/04/04,公園特區,北區臨安路二段173號6樓,2,10,1,(082)南工使字第01379號
962,'0940003137,096/04/04,荷蘭公園二期社區,安南區府安路四段151巷2弄26號,29,3,0,(093)南工使字第00571號
963,'0960071733,096/04/04,南科精品,新市區三舍里三舍201之6號,12,4,,(094)南工使字第00646號
964,'0943200815,096/04/09,花見小路公寓大廈,中西區西賢一街182巷32號,2,4,0,(094)南工使字第01004號
965,'0963102716,096/04/09,年年如意31期,安平區建平五街52巷11號,6,5,0,(094)南工使字第01749號
966,'0943201486,096/04/09,年年如意30期,安平區建平五街52巷1號,6,5,0,(094)南工使字第01750號
967,'0960073128,096/04/09,長興賞社區,仁德區土庫六街75巷82號,12,4,,(094)南工使字第02681號
968,'0963102793,096/04/12,春水建設有限公司管理負責人,安平區平豐路260.262號,1,3,0,(093)南工使字第00516號
969,'0960078436,096/04/13,福居六期社區,仁德區忠義路251巷7之6號,12,4,,(094)南工使字第02892號
970,'0910057933,096/04/14,勝利家公寓大廈,東區崇德二十二街73-3號,1,9,2,(082)南工使字第03946號
971,'0960084327,096/04/14,歐洲老爺社區,善化區大成路271巷8號,19,5,,(095)南工使字第01531號
972,'建870013,096/04/16,八美仙境金區大樓,東區中華東路二段243巷24弄47號,1,8,2,(083)南工使字第02339號
973,'建94064,096/04/18,國泰麗園公寓大廈,東區莊敬路21巷8號,2,9,2,(087)南工使字第01363號
974,'036314,096/04/19,文化新城第二期,東區中華東路三段399巷20弄30號,15,4,1,(087)南工使字第00763號
975,'0953200971,096/04/19,溫莎城堡住宅,東區裕和路276號,33,5,0,(095)南工使字第00998號
976,'0963103194,096/04/19,六本木,安平區怡平路419巷8號,6,4,0,(095)南工使字第00481號共2筆使照
977,'217816,096/04/20,希望之都公寓大廈,東區自由路二段26號,1,14,1,(089)南工使字第00761號
978,'08204,096/04/30,台南市新興高層國宅社區第四標,南區新建路37巷6號,12,12,2,(085)南工使字第01763號
979,'0953201541,096/05/01,天母森林公寓大廈,南區健康路一段175巷3號,1,10,2,(095)南工使字第01528號
980,'0930007021,096/05/01,湖美名園,中西區西湖街50號,4,5,0,(091)南工使字第01305號
981,'69382,096/05/02,南門大樓公寓大廈,中西區南門路149號,1,7,0,(070)南工使字第00693-82號
982,'0953200973,096/05/03,耀您館社區,東區裕忠路206號,1,5,0,(095)南工使字第01018號
983,'0940021416,096/05/03,文元龍邸二期社區,北區海安路三段763巷20號,28,5,0,(093)南工使字第01332號
984,'087631,096/05/03,尊南庭園公寓大廈,南區尊南街251號4樓之4,2,5,1,(077)南工使字第01000-77號共2筆使照
985,'0963103658,096/05/03,優活別墅社區,安平區育平二街140號,44,5,0,(095)南工使字第01527號
986,'01014,096/05/03,書香里社區,安南區安和路五段84巷36弄37號,22,4,0,(096)南工使字第01014號
987,'0940008463,096/05/08,桂棠東一期B棟,北區育德三街291號,9,4,0,(092)南工使字第01827號
988,'0960099507,096/05/08,開元美學院A區,永康區六合里新興街37巷23號,28,5,0,(095)南工使字第02905號
989,'01035,096/05/09,文化晨光社區(管理負責人),東區文化一路81號,8,4,0,(096)南工使字第01035號
990,'0963103747,096/05/09,丹堤社區,安平區州平二街190巷2號,8,4,0,(095)南工使字第01334號
991,'0953202027,096/05/16,富戶巷,北區中華北路二段90巷61號,10,5,0,(095)南工使字第01912號
992,'0960106589,096/05/17,蒙特立花園廣場,永康區大橋一街115之2號5樓,1,10,,(079)南工使字第03009號
993,',096/05/17,凱撒東大地,東區長榮路二段32巷162號,5,1,1,(079)南工使字第01054-60號
994,'1181,096/05/17,台南市四維新城國宅社區C區,東區育樂街109號4樓,4,6,1,(090)南工使字第01181號
995,'0960106601,096/05/17,草本美墅社區,仁德區仁中六街155號,24,4,,(094)南工使字第02780號
996,'0960046523,096/05/18,永豐大樓,北區西門路四段480號,1,5,1,(085)南工使字第00552號
997,'0960108989,096/05/21,和風春墅二期C區社區,佳里區四維二街222巷18號,2,4,,(093)南工使字第01910號
998,'0930042467,096/05/22,山水人間社區,東區裕信路218-1號,2,5,0,(092)南工使字第00778號
999,'03265,096/05/23,台南市大鵬新城,東區怡東路150巷19號1樓,11,12,1,
1000,'建114418,096/05/23,文化皇冠甲區,東區榮譽街130巷7號5樓-2,1,7,1,(084)南工使字第00103號
1001,'0960047984,096/05/23,上禾日光社區,安南區功安一街6巷3號,10,4,0,(095)南工使字第01996號
1002,'0960111079,096/05/23,瑩芳南台學苑大樓,永康區南台街91號,1,5,,(095)南工使字第03827號
1003,'建68597,096/05/28,英雄天下大樓,東區莊敬路82號11F之1,1,15,2,(083)南工使字第02635號
1004,'0943012260,096/05/28,天母公園社區,南區健康路一段113巷65弄13號,12,5,0,(094)南工使字第01190號
1005,'035661,096/05/28,巴黎春天公寓大廈,安平區怡平路140巷17弄3號2F-7,1,8,2,(088)南工使字第00602號
1006,'0960110337,096/05/28,松典哈佛2社區,新市區三舍里183號1樓,24,4,0,(095)南工使字第00367號
1007,'0910042475,096/05/30,環宇星鑽公寓大廈,東區東門路一段298號,1,11,2,(080)南工字第01087-62號
1008,'01223,096/05/31,碧城社區,安南區安通路四段47巷23弄118號,28,4,0,(096)南工使字第01223號
1009,'0950050158,096/06/05,大阪埕公寓大廈,東區東平路56號等,1,12,2,(094)南工使字第01531號
1010,'0953103792,096/06/05,金色陽光社區,東區裕平路188巷16號,28,4,0,(094)南工使字第01064號
1011,'01251,096/06/06,東照月社區,東區東門路三段141巷19號,8,4,0,(096)南工使字第01251號
1012,'0963105225,096/06/12,合家歡八期社區,安平區健康一街8巷2號,30,5,0,(095)南工使字第01201號
1013,'建135345,096/06/21,東城大樓,東區自由路三段217號,1,7,1,(081)南工使字第01107-60號
